order_id,product_id,order_quantity,due_date,priority_level,customer_type
O577,PR3,2891,2024-04-11,Low,Export
O578,PR2,4648,2024-04-29,Medium,Export
O579,PR1,4557,2024-02-25,Low,Domestic
O580,PR3,4816,2024-04-16,Low,Domestic
O581,PR2,4527,2024-02-04,Low,Domestic
O582,PR2,860,2024-05-18,Medium,Domestic
O583,PR5,4704,2024-03-22,Low,Export
O584,PR2,2071,2024-06-19,Medium,Export
O585,PR3,1689,2024-05-01,High,Export
O586,PR5,3271,2024-02-12,Medium,Export
O587,PR5,1872,2024-04-22,High,Domestic
O588,PR2,4203,2024-05-20,Medium,Export
O589,PR2,4229,2024-04-14,Low,Export
O590,PR1,1563,2024-02-20,High,Export
O591,PR5,711,2024-05-06,Medium,Domestic
O592,PR4,1178,2024-03-30,High,Domestic
O593,PR3,4152,2024-04-12,Low,Domestic
O594,PR1,4273,2024-04-25,Low,Domestic
O595,PR3,2704,2024-06-03,High,Export
O596,PR5,2133,2024-02-07,Medium,Export
O597,PR4,4645,2024-06-07,Low,Export
O598,PR3,4931,2024-04-25,Medium,Export
O599,PR4,1730,2024-02-26,Medium,Export
O600,PR1,1355,2024-04-22,Medium,Export
O601,PR1,4671,2024-04-30,Medium,Export
O602,PR5,3798,2024-03-03,Low,Domestic
O603,PR4,1558,2024-02-04,Medium,Domestic
O604,PR4,1071,2024-03-30,Medium,Export
O605,PR1,4786,2024-01-21,Medium,Export
O606,PR3,1814,2024-06-01,High,Domestic
O607,PR2,2866,2024-05-06,Low,Export
O608,PR4,3186,2024-01-21,Low,Export
O609,PR4,2143,2024-06-02,High,Export
O610,PR4,4903,2024-05-18,Low,Domestic
O611,PR3,1305,2024-02-08,Medium,Domestic
O612,PR5,1328,2024-05-04,Low,Export
O613,PR4,681,2024-06-06,Medium,Domestic
O614,PR2,4197,2024-05-10,High,Domestic
O615,PR5,4019,2024-04-11,Medium,Export
O616,PR1,1410,2024-05-26,Low,Export
O617,PR1,2867,2024-05-21,Medium,Domestic
O618,PR4,988,2024-01-19,Medium,Export
O619,PR5,819,2024-02-15,Medium,Export
O620,PR1,4843,2024-05-20,Low,Domestic
O621,PR5,804,2024-06-06,High,Domestic
O622,PR5,1952,2024-05-26,Low,Export
O623,PR2,4737,2024-06-11,High,Domestic
O624,PR1,2070,2024-04-12,Medium,Export
O625,PR2,2489,2024-01-30,Medium,Domestic
O626,PR1,1646,2024-04-12,Medium,Export
O627,PR4,887,2024-04-22,Low,Export
O628,PR1,928,2024-01-21,Low,Domestic
O629,PR3,4776,2024-04-28,High,Export
O630,PR2,985,2024-04-26,Medium,Export
O631,PR2,1033,2024-02-12,Low,Export
O632,PR2,1147,2024-04-06,Medium,Domestic
O633,PR2,4758,2024-04-13,Medium,Export
O634,PR5,1713,2024-02-07,High,Domestic
O635,PR3,1501,2024-02-05,Low,Domestic
O636,PR4,2094,2024-04-25,Medium,Export
O637,PR4,3016,2024-05-26,Low,Domestic
O638,PR1,4381,2024-04-05,High,Export
O639,PR1,4577,2024-01-27,Low,Domestic
O640,PR1,2528,2024-04-03,Medium,Export
O641,PR2,3894,2024-01-15,Low,Domestic
O642,PR4,2796,2024-03-29,High,Export
O643,PR1,1224,2024-05-15,Low,Domestic
O644,PR3,1783,2024-03-07,Medium,Export
O645,PR5,2832,2024-03-11,Low,Domestic
O646,PR3,1385,2024-05-29,Medium,Domestic
O647,PR4,4470,2024-02-25,Low,Domestic
O648,PR1,1028,2024-03-30,Medium,Domestic
O649,PR4,3384,2024-04-21,Low,Export
O650,PR3,4397,2024-02-22,Medium,Domestic
O651,PR4,1717,2024-03-29,Medium,Domestic
O652,PR3,1882,2024-05-31,Medium,Export
O653,PR1,2939,2024-03-17,Medium,Domestic
O654,PR4,3276,2024-03-25,Medium,Domestic
O655,PR5,4351,2024-02-07,High,Domestic
O656,PR5,1313,2024-02-21,Medium,Domestic
O657,PR4,989,2024-03-18,Low,Domestic
O658,PR5,4613,2024-04-07,Medium,Domestic
O659,PR3,1435,2024-02-11,High,Domestic
O660,PR5,4756,2024-01-27,Low,Export
O661,PR3,693,2024-05-25,Medium,Domestic
O662,PR1,1438,2024-06-10,Low,Domestic
O663,PR4,921,2024-02-08,Medium,Domestic
O664,PR5,1914,2024-02-23,High,Export
O665,PR3,2096,2024-04-23,High,Domestic
O666,PR1,3139,2024-04-19,Low,Domestic
O667,PR3,4887,2024-05-01,Medium,Domestic
O668,PR2,1139,2024-02-02,Medium,Export
O669,PR3,2911,2024-04-19,Medium,Export
O670,PR5,752,2024-03-05,Medium,Domestic
O671,PR2,3856,2024-04-19,Medium,Domestic
O672,PR4,915,2024-05-15,Medium,Domestic
O673,PR1,760,2024-04-27,Medium,Domestic
O674,PR1,1378,2024-04-24,Low,Domestic
O675,PR4,3571,2024-04-09,High,Export
O676,PR4,2529,2024-03-22,Medium,Domestic
O677,PR5,2147,2024-04-28,Medium,Domestic
O678,PR3,4778,2024-06-23,High,Export
O679,PR2,4300,2024-03-24,High,Domestic
O680,PR3,3012,2024-03-01,Low,Domestic
O681,PR4,950,2024-06-15,Medium,Domestic
O682,PR5,2187,2024-04-30,High,Domestic
O683,PR2,1595,2024-06-02,Medium,Domestic
O684,PR4,3803,2024-05-10,High,Export
O685,PR2,4244,2024-03-18,Medium,Export
O686,PR1,2666,2024-06-19,Low,Domestic
O687,PR2,3888,2024-02-03,Medium,Domestic
O688,PR3,4474,2024-01-30,Medium,Export
O689,PR4,2814,2024-02-14,Medium,Domestic
O690,PR4,4070,2024-03-12,Medium,Export
O691,PR2,1727,2024-05-14,Medium,Export
O692,PR4,4141,2024-02-09,Medium,Domestic
O693,PR3,1588,2024-05-25,Medium,Domestic
O694,PR2,2727,2024-04-24,Medium,Export
O695,PR3,1419,2024-04-26,High,Domestic
O696,PR2,3817,2024-04-21,Medium,Export
O697,PR2,3707,2024-02-15,Low,Export
O698,PR3,2536,2024-03-01,High,Domestic
O699,PR5,1549,2024-05-22,Medium,Export
O700,PR2,3308,2024-04-23,Medium,Export
O701,PR3,1785,2024-05-05,Medium,Domestic
O702,PR5,2658,2024-05-03,Medium,Export
O703,PR3,1318,2024-04-08,Medium,Export
O704,PR1,3567,2024-06-08,High,Export
O705,PR3,4055,2024-05-17,High,Domestic
O706,PR3,3255,2024-06-02,Low,Domestic
O707,PR2,2203,2024-02-22,Medium,Export
O708,PR1,1620,2024-02-09,Medium,Export
O709,PR4,2305,2024-02-27,Medium,Export
O710,PR4,815,2024-04-21,Medium,Export
O711,PR1,3954,2024-04-26,High,Export
O712,PR5,1181,2024-04-24,Medium,Domestic
O713,PR1,4919,2024-03-13,Low,Domestic
O714,PR3,2897,2024-05-18,Medium,Domestic
O715,PR4,2827,2024-01-16,Medium,Export
O716,PR5,1117,2024-03-06,Medium,Export
O717,PR1,2146,2024-02-15,High,Export
O718,PR3,1349,2024-05-10,Medium,Domestic
O719,PR4,2360,2024-03-14,High,Domestic
O720,PR4,1787,2024-02-12,Medium,Domestic
O721,PR1,4725,2024-04-24,Medium,Domestic
O722,PR4,1954,2024-05-07,Medium,Export
O723,PR1,1886,2024-04-20,Medium,Domestic
O724,PR1,3725,2024-01-17,Low,Domestic
O725,PR5,1552,2024-06-06,Medium,Export
O726,PR3,3605,2024-02-04,Medium,Export
O727,PR2,4036,2024-03-04,Medium,Domestic
O728,PR1,4506,2024-05-27,Medium,Export
O729,PR2,3603,2024-02-01,Low,Export
O730,PR1,2395,2024-05-06,Medium,Domestic
O731,PR5,896,2024-04-23,Medium,Domestic
O732,PR2,1921,2024-05-03,Medium,Export
O733,PR4,581,2024-03-13,Medium,Domestic
O734,PR5,4826,2024-05-27,Low,Export
O735,PR2,691,2024-03-28,Medium,Domestic
O736,PR1,1994,2024-02-13,Medium,Export
O737,PR4,4671,2024-04-01,Medium,Domestic
O738,PR4,3899,2024-02-24,Medium,Export
O739,PR1,4390,2024-01-25,Medium,Domestic
O740,PR5,953,2024-06-13,Medium,Domestic
O741,PR3,2563,2024-05-20,Medium,Domestic
O742,PR1,2332,2024-03-05,High,Domestic
O743,PR3,2322,2024-04-22,Low,Export
O744,PR5,3609,2024-05-02,Low,Domestic
O745,PR3,1385,2024-03-11,Medium,Domestic
O746,PR1,2919,2024-02-09,Medium,Export
O747,PR5,1671,2024-02-26,Medium,Export
O748,PR4,2683,2024-02-21,Low,Domestic
O749,PR1,2682,2024-02-29,Medium,Domestic
O750,PR1,2258,2024-02-25,High,Domestic
O751,PR2,2684,2024-05-25,High,Domestic
O752,PR5,2909,2024-03-03,Low,Export
O753,PR3,4536,2024-03-14,Medium,Domestic
O754,PR5,1150,2024-04-19,Low,Domestic
O755,PR5,4380,2024-05-21,Medium,Domestic
O756,PR2,1816,2024-03-03,Medium,Domestic
O757,PR4,3487,2024-06-08,Low,Export
O758,PR3,3928,2024-05-19,Low,Domestic
O759,PR2,2818,2024-05-20,Low,Export
O760,PR3,4757,2024-06-26,High,Domestic
O761,PR2,4516,2024-05-18,Medium,Domestic
O762,PR5,926,2024-01-30,Low,Export
O763,PR2,2595,2024-06-02,High,Domestic
O764,PR5,2119,2024-05-14,High,Domestic
O765,PR3,3792,2024-04-29,Low,Domestic
O766,PR1,3125,2024-02-16,High,Export
O767,PR4,4831,2024-04-13,Low,Domestic
O768,PR5,2335,2024-05-31,High,Export
O769,PR4,4314,2024-03-31,Medium,Export
O770,PR5,1707,2024-04-15,High,Domestic
O771,PR1,3031,2024-02-18,High,Export
O772,PR2,3712,2024-04-05,Medium,Export
O773,PR1,827,2024-06-01,Medium,Domestic
O774,PR5,2381,2024-03-08,Medium,Export
O775,PR1,2456,2024-03-18,Medium,Domestic
O776,PR2,814,2024-06-04,Medium,Export
O777,PR1,4524,2024-04-17,Low,Export
O778,PR5,2451,2024-03-03,Medium,Domestic
O779,PR4,1548,2024-03-11,High,Export
O780,PR4,872,2024-05-28,Medium,Domestic
O781,PR2,3291,2024-02-16,Medium,Export
O782,PR4,1453,2024-06-08,Medium,Export
O783,PR3,3923,2024-02-20,Low,Domestic
O784,PR5,2288,2024-02-08,High,Export
O785,PR3,3027,2024-05-22,High,Export
O786,PR3,1018,2024-03-29,High,Domestic
O787,PR5,4766,2024-02-11,Medium,Domestic
O788,PR3,1195,2024-02-18,Medium,Export
O789,PR3,2262,2024-01-21,High,Export
O790,PR3,1304,2024-02-02,Medium,Domestic
O791,PR5,832,2024-02-11,Medium,Export
O792,PR2,3717,2024-04-27,Medium,Domestic
O793,PR1,936,2024-06-15,High,Domestic
O794,PR5,983,2024-05-10,Medium,Export
O795,PR2,4595,2024-04-09,Low,Export
O796,PR4,1908,2024-05-13,Medium,Domestic
O797,PR2,3489,2024-02-02,Medium,Export
O798,PR1,3912,2024-03-09,Medium,Export
O799,PR2,2935,2024-05-31,Medium,Export
O800,PR3,3133,2024-03-24,Low,Export
O801,PR2,1688,2024-01-31,Medium,Export
O802,PR3,644,2024-02-27,High,Domestic
O803,PR2,3293,2024-05-18,Medium,Export
O804,PR2,3586,2024-05-21,High,Export
O805,PR4,4603,2024-05-06,Low,Export
O806,PR5,1676,2024-02-05,Low,Domestic
O807,PR1,1274,2024-06-10,Low,Domestic
O808,PR3,4355,2024-03-04,Medium,Export
O809,PR4,1524,2024-02-24,Low,Domestic
O810,PR3,1344,2024-05-11,Medium,Export
O811,PR5,3719,2024-05-14,Medium,Export
O812,PR3,1940,2024-03-28,High,Export
O813,PR3,4415,2024-04-13,Medium,Export
O814,PR1,2264,2024-06-11,Medium,Export
O815,PR1,4424,2024-06-15,High,Export
O816,PR3,550,2024-03-22,Medium,Export
O817,PR1,1433,2024-04-12,High,Export
O818,PR5,947,2024-05-19,Medium,Domestic
O819,PR5,2533,2024-03-15,Low,Domestic
O820,PR4,2118,2024-05-27,Low,Export
O821,PR1,812,2024-06-13,Low,Export
O822,PR2,4465,2024-04-09,Medium,Export
O823,PR5,1568,2024-03-07,Low,Export
O824,PR1,4679,2024-06-10,Medium,Domestic
O825,PR2,990,2024-04-23,Low,Domestic
O826,PR1,4112,2024-03-26,Low,Domestic
O827,PR4,668,2024-05-31,Medium,Domestic
O828,PR2,1725,2024-01-31,Low,Export
O829,PR5,4914,2024-04-17,Medium,Domestic
O830,PR2,1646,2024-05-17,Medium,Domestic
O831,PR2,4676,2024-06-02,Medium,Domestic
O832,PR1,893,2024-01-29,Medium,Domestic
O833,PR3,2822,2024-02-23,Medium,Domestic
O834,PR4,1999,2024-02-20,High,Domestic
O835,PR1,4708,2024-03-21,Medium,Domestic
O836,PR2,2846,2024-05-10,Medium,Domestic
O837,PR1,702,2024-05-22,Medium,Export
O838,PR1,1924,2024-02-27,Medium,Export
O839,PR3,926,2024-06-16,Medium,Domestic
O840,PR2,3192,2024-04-26,High,Domestic
O841,PR5,4195,2024-01-29,Medium,Domestic
O842,PR1,2767,2024-02-08,High,Export
O843,PR3,4007,2024-02-17,Medium,Domestic
O844,PR1,1992,2024-02-12,Medium,Export
O845,PR3,3784,2024-05-19,High,Export
O846,PR2,4271,2024-02-15,Medium,Export
O847,PR3,4585,2024-02-02,High,Export
O848,PR5,665,2024-02-11,Medium,Export
O849,PR5,716,2024-05-15,High,Domestic
O850,PR3,3810,2024-04-20,Low,Domestic
O851,PR3,4614,2024-03-04,Medium,Export
O852,PR2,4695,2024-01-26,Medium,Export
O853,PR4,1349,2024-04-22,High,Domestic
O854,PR5,2630,2024-02-05,High,Domestic
O855,PR2,562,2024-02-28,Medium,Export
O856,PR2,901,2024-05-29,Medium,Domestic
O857,PR4,2355,2024-03-23,Medium,Export
O858,PR3,2021,2024-03-17,Medium,Export
O859,PR3,2589,2024-05-17,High,Domestic
O860,PR3,3048,2024-03-27,Medium,Domestic
O861,PR3,1307,2024-04-14,Medium,Domestic
O862,PR5,3420,2024-01-25,Medium,Domestic
O863,PR2,4966,2024-02-04,Medium,Domestic
O864,PR5,1761,2024-05-16,High,Domestic
O865,PR4,4731,2024-04-01,Low,Export
O866,PR3,2798,2024-05-31,Low,Export
O867,PR2,1714,2024-03-13,High,Export
O868,PR3,4923,2024-01-24,High,Export
O869,PR4,3550,2024-02-21,Medium,Export
O870,PR2,2671,2024-06-17,Medium,Domestic
O871,PR1,2053,2024-05-25,Medium,Export
O872,PR4,2243,2024-06-01,Medium,Export
O873,PR3,3492,2024-05-22,High,Export
O874,PR3,3764,2024-03-31,Medium,Export
O875,PR4,539,2024-05-30,Medium,Domestic
O876,PR3,4524,2024-03-08,Medium,Export
O877,PR2,2097,2024-05-29,Medium,Export
O878,PR5,1884,2024-04-04,Medium,Export
O879,PR2,1806,2024-05-24,Low,Domestic
O880,PR4,3388,2024-05-17,Low,Domestic
O881,PR5,2760,2024-04-02,Medium,Export
O882,PR1,1418,2024-03-10,Medium,Domestic
O883,PR4,1593,2024-02-04,Medium,Domestic
O884,PR1,4595,2024-03-20,Low,Export
O885,PR2,943,2024-03-24,High,Domestic
O886,PR2,3795,2024-02-05,Low,Domestic
O887,PR2,4318,2024-02-29,Low,Export
O888,PR5,3531,2024-04-29,High,Domestic
O889,PR1,4216,2024-01-24,Medium,Export
O890,PR1,1358,2024-06-02,High,Export
O891,PR3,4902,2024-03-20,High,Domestic
O892,PR4,4778,2024-03-05,Low,Export
O893,PR2,1647,2024-01-30,Medium,Export
O894,PR1,2683,2024-03-11,Low,Domestic
O895,PR2,3108,2024-04-12,Medium,Export
O896,PR3,3461,2024-03-14,Medium,Domestic
O897,PR1,1789,2024-04-25,Low,Export
O898,PR3,4058,2024-04-21,Low,Domestic
O899,PR3,3092,2024-02-21,Medium,Domestic
O900,PR3,3565,2024-05-26,Medium,Export
O901,PR1,2032,2024-02-27,Medium,Export
O902,PR5,2772,2024-02-18,Medium,Export
O903,PR4,3740,2024-04-21,High,Domestic
O904,PR3,2366,2024-05-17,Medium,Export
O905,PR5,3086,2024-02-26,Low,Domestic
O906,PR3,4971,2024-03-22,Medium,Export
O907,PR2,3493,2024-02-01,High,Export
O908,PR5,3178,2024-02-03,Medium,Export
O909,PR1,2288,2024-03-28,Medium,Domestic
O910,PR1,3790,2024-03-22,Medium,Domestic
O911,PR1,2594,2024-06-25,Medium,Export
O912,PR2,3730,2024-05-04,Medium,Domestic
O913,PR4,2078,2024-04-20,Medium,Domestic
O914,PR2,1194,2024-02-23,Medium,Domestic
O915,PR5,2835,2024-05-20,Low,Domestic
O916,PR2,1576,2024-06-18,Medium,Domestic
O917,PR5,2158,2024-03-07,Low,Export
O918,PR2,3284,2024-03-14,Medium,Export
O919,PR5,3664,2024-04-30,Low,Export
O920,PR1,4935,2024-06-16,High,Domestic
O921,PR4,587,2024-05-29,High,Export
O922,PR3,2066,2024-01-29,High,Export
O923,PR2,1376,2024-05-10,High,Export
O924,PR2,1146,2024-03-02,High,Export
O925,PR5,4681,2024-04-06,Medium,Domestic
O926,PR4,3317,2024-05-20,High,Domestic
O927,PR2,2142,2024-06-06,Low,Domestic
O928,PR4,1409,2024-02-07,Medium,Export
O929,PR2,4681,2024-06-01,Medium,Export
O930,PR3,4796,2024-06-03,Low,Domestic
O931,PR3,3550,2024-03-27,High,Export
O932,PR1,4726,2024-06-10,Medium,Domestic
O933,PR1,4231,2024-05-28,Medium,Domestic
O934,PR1,4302,2024-02-11,Low,Export
O935,PR2,1880,2024-01-14,Medium,Domestic
O936,PR4,2630,2024-05-29,Medium,Export
O937,PR5,1425,2024-03-23,Low,Domestic
O938,PR2,1200,2024-06-09,Medium,Domestic
O939,PR1,2444,2024-04-29,High,Domestic
O940,PR1,758,2024-01-24,Low,Domestic
O941,PR3,2640,2024-04-27,Medium,Export
O942,PR4,1023,2024-06-01,Medium,Domestic
O943,PR1,4912,2024-05-24,Low,Export
O944,PR3,3018,2024-05-07,High,Domestic
O945,PR2,1031,2024-04-25,Medium,Export
O946,PR3,1927,2024-02-08,Medium,Domestic
O947,PR3,4516,2024-03-21,Medium,Domestic
O948,PR4,4858,2024-03-06,Low,Domestic
O949,PR3,3391,2024-05-26,High,Export
O950,PR5,4537,2024-03-27,Medium,Export
O951,PR1,1592,2024-06-24,Medium,Export
O952,PR2,3607,2024-03-19,High,Domestic
O953,PR5,2017,2024-05-05,Medium,Export
O954,PR3,2826,2024-04-23,Medium,Domestic
O955,PR5,3800,2024-04-29,High,Domestic
O956,PR5,1734,2024-04-18,Low,Export
O957,PR4,1253,2024-02-24,Low,Domestic
O958,PR5,639,2024-03-09,Low,Export
O959,PR4,2300,2024-04-12,Medium,Domestic
O960,PR2,2742,2024-02-16,Medium,Domestic
O961,PR3,4631,2024-03-13,Medium,Domestic
O962,PR4,3574,2024-03-21,High,Domestic
O963,PR4,3281,2024-05-01,Medium,Export
O964,PR1,4389,2024-02-02,Medium,Domestic
O965,PR4,1781,2024-04-03,High,Export
O966,PR4,953,2024-01-28,Low,Export
O967,PR4,4795,2024-05-21,Low,Domestic
O968,PR2,2086,2024-03-14,Medium,Export
O969,PR5,3464,2024-03-31,Low,Domestic
O970,PR1,3959,2024-05-09,High,Domestic
O971,PR3,1691,2024-02-12,Medium,Domestic
O972,PR2,3546,2024-03-27,Medium,Domestic
O973,PR1,1246,2024-05-04,Medium,Domestic
O974,PR4,4515,2024-05-26,Medium,Domestic
O975,PR4,4434,2024-02-02,Medium,Domestic
O976,PR1,4595,2024-04-12,Medium,Export
O977,PR1,4009,2024-06-27,High,Export
O978,PR1,4902,2024-06-26,Low,Domestic
O979,PR2,2106,2024-05-02,Medium,Export
O980,PR4,4736,2024-05-01,Low,Export
O981,PR2,2435,2024-03-27,Medium,Export
O982,PR1,1597,2024-01-30,High,Export
O983,PR5,2732,2024-02-21,Medium,Domestic
O984,PR2,2951,2024-03-01,High,Export
O985,PR4,2422,2024-02-02,Medium,Export
O986,PR2,4236,2024-05-06,Low,Domestic
O987,PR3,4097,2024-06-22,Medium,Export
O988,PR3,1773,2024-03-13,Medium,Export
O989,PR2,4591,2024-01-30,Medium,Domestic
O990,PR4,1528,2024-04-01,High,Domestic
O991,PR3,2035,2024-03-03,Medium,Export
O992,PR2,1873,2024-05-08,Medium,Export
O993,PR2,1268,2024-05-24,Medium,Export
O994,PR2,1799,2024-04-13,Medium,Export
O995,PR2,2361,2024-05-06,Low,Export
O996,PR4,2740,2024-05-12,Medium,Domestic
O997,PR3,4325,2024-04-20,Medium,Domestic
O998,PR2,646,2024-04-11,Low,Export
O999,PR3,1764,2024-01-11,High,Domestic
O1000,PR2,1162,2024-06-05,Medium,Domestic
O1001,PR3,4152,2024-02-09,Low,Domestic
O1002,PR4,1662,2024-01-16,Low,Export
O1003,PR5,2364,2024-05-23,Medium,Domestic
O1004,PR3,2705,2024-03-05,Low,Domestic
O1005,PR4,1952,2024-02-24,Low,Domestic
O1006,PR3,3022,2024-05-07,High,Domestic
O1007,PR2,3521,2024-06-14,Low,Export
O1008,PR2,1830,2024-04-18,Medium,Domestic
O1009,PR2,2834,2024-02-18,High,Domestic
O1010,PR4,3000,2024-04-06,High,Export
O1011,PR4,4918,2024-04-16,Low,Domestic
O1012,PR3,3486,2024-05-22,High,Export
O1013,PR2,3824,2024-01-21,Medium,Export
O1014,PR4,4849,2024-05-15,High,Export
O1015,PR5,3394,2024-05-28,Low,Export
O1016,PR1,4690,2024-05-30,High,Export
O1017,PR1,3389,2024-04-17,High,Domestic
O1018,PR4,4960,2024-02-15,Low,Domestic
O1019,PR3,4359,2024-04-26,High,Export
O1020,PR5,2056,2024-05-17,Medium,Export
O1021,PR4,512,2024-05-23,Medium,Domestic
O1022,PR1,2109,2024-05-09,High,Domestic
O1023,PR1,4761,2024-01-24,Low,Export
O1024,PR2,3159,2024-02-06,Medium,Domestic
O1025,PR4,2652,2024-03-27,Medium,Domestic
O1026,PR4,3293,2024-02-28,Medium,Export
O1027,PR3,3784,2024-03-19,Medium,Domestic
O1028,PR2,3507,2024-02-21,Medium,Domestic
O1029,PR4,1914,2024-05-21,Low,Domestic
O1030,PR2,2313,2024-06-15,Medium,Domestic
O1031,PR3,682,2024-04-23,High,Domestic
O1032,PR4,4026,2024-04-03,Low,Domestic
O1033,PR5,3875,2024-03-15,Low,Domestic
O1034,PR5,2298,2024-03-30,Low,Export
O1035,PR5,4225,2024-05-01,Medium,Export
O1036,PR4,666,2024-04-18,Low,Domestic
O1037,PR5,1352,2024-04-23,Medium,Export
O1038,PR4,1906,2024-01-29,Medium,Domestic
O1039,PR5,2969,2024-04-14,Medium,Domestic
O1040,PR2,3725,2024-02-03,Medium,Export
O1041,PR2,2304,2024-02-07,Low,Domestic
O1042,PR1,2171,2024-02-04,Medium,Export
O1043,PR4,1491,2024-02-20,High,Export
O1044,PR2,3459,2024-05-28,Low,Domestic
O1045,PR2,1206,2024-05-29,High,Domestic
O1046,PR3,1835,2024-02-13,Medium,Export
O1047,PR2,1092,2024-04-05,Medium,Export
O1048,PR4,2128,2024-04-11,Low,Domestic
O1049,PR5,4918,2024-06-13,Medium,Domestic
O1050,PR4,3547,2024-02-22,High,Export
O1051,PR1,822,2024-05-10,Low,Domestic
O1052,PR4,3914,2024-02-04,Medium,Export
O1053,PR2,2032,2024-02-24,Medium,Domestic
O1054,PR4,3929,2024-05-12,Low,Domestic
O1055,PR3,2879,2024-05-02,High,Export
O1056,PR2,4742,2024-04-27,Low,Domestic
O1057,PR2,3207,2024-04-23,High,Domestic
O1058,PR2,3257,2024-04-24,Medium,Export
O1059,PR4,2696,2024-04-23,High,Export
O1060,PR3,4862,2024-01-14,Medium,Domestic
O1061,PR2,1178,2024-05-09,Medium,Export
O1062,PR4,2965,2024-05-28,Medium,Domestic
O1063,PR3,1196,2024-02-08,High,Export
O1064,PR4,1759,2024-04-28,Medium,Export
O1065,PR3,1016,2024-02-29,Low,Export
O1066,PR1,919,2024-03-20,Low,Domestic
O1067,PR4,4166,2024-06-03,Medium,Domestic
O1068,PR2,2950,2024-04-09,Medium,Export
O1069,PR5,2265,2024-02-14,Medium,Domestic
O1070,PR1,4002,2024-01-29,Low,Domestic
O1071,PR2,2246,2024-05-03,High,Domestic
O1072,PR1,4270,2024-06-05,Medium,Export
O1073,PR5,1644,2024-04-13,Medium,Domestic
O1074,PR5,2965,2024-06-06,High,Export
O1075,PR2,4689,2024-01-30,Medium,Export
O1076,PR5,1420,2024-02-10,Medium,Export
O1077,PR3,3831,2024-02-11,High,Export
O1078,PR1,2408,2024-03-03,High,Export
O1079,PR2,2616,2024-03-10,Medium,Domestic
O1080,PR4,757,2024-05-30,Low,Domestic
O1081,PR2,2228,2024-04-20,Medium,Domestic
O1082,PR4,4433,2024-04-28,Medium,Domestic
O1083,PR3,1383,2024-02-07,Medium,Domestic
O1084,PR2,2132,2024-04-17,Medium,Domestic
O1085,PR5,3026,2024-02-05,High,Domestic
O1086,PR1,1525,2024-05-01,Low,Domestic
O1087,PR4,3173,2024-02-04,Medium,Domestic
O1088,PR1,2748,2024-03-10,Medium,Export
O1089,PR4,4336,2024-05-01,Medium,Export
O1090,PR3,1535,2024-04-23,High,Export
O1091,PR2,1607,2024-01-19,Low,Domestic
O1092,PR3,2182,2024-02-05,Medium,Export
O1093,PR3,797,2024-03-05,Medium,Export
O1094,PR1,4275,2024-04-16,High,Export
O1095,PR4,895,2024-03-06,Medium,Domestic
O1096,PR2,2491,2024-05-17,Medium,Export
O1097,PR1,4662,2024-03-04,Low,Domestic
O1098,PR5,510,2024-04-26,Medium,Export
O1099,PR1,3110,2024-03-16,Low,Export
O1100,PR5,887,2024-05-26,Low,Export
O1101,PR3,2997,2024-01-23,Low,Export
O1102,PR4,3889,2024-02-13,Medium,Domestic
O1103,PR4,2548,2024-02-01,Low,Domestic
O1104,PR4,1504,2024-03-26,Low,Export
O1105,PR4,4227,2024-04-20,Medium,Domestic
O1106,PR1,4633,2024-03-12,Low,Export
O1107,PR2,3210,2024-04-24,Medium,Export
O1108,PR5,4040,2024-02-12,High,Export
O1109,PR5,776,2024-05-08,Medium,Domestic
O1110,PR5,3839,2024-02-28,Medium,Export
O1111,PR2,2582,2024-05-10,Medium,Export
O1112,PR1,1336,2024-03-16,High,Export
O1113,PR3,745,2024-05-08,Medium,Domestic
O1114,PR2,1523,2024-06-27,High,Export
O1115,PR3,4595,2024-01-26,High,Export
O1116,PR3,4116,2024-05-16,Low,Export
O1117,PR2,4769,2024-02-11,Medium,Export
O1118,PR1,1876,2024-05-06,Medium,Domestic
O1119,PR2,4577,2024-04-25,Medium,Export
O1120,PR4,1173,2024-04-08,Medium,Domestic
O1121,PR3,2107,2024-05-01,Medium,Domestic
O1122,PR1,4996,2024-06-02,Low,Export
O1123,PR2,3995,2024-01-17,High,Export
O1124,PR2,4244,2024-05-24,Medium,Export
O1125,PR2,2293,2024-01-23,Medium,Domestic
O1126,PR1,871,2024-03-11,Low,Domestic
O1127,PR2,3607,2024-01-29,Medium,Domestic
O1128,PR4,4943,2024-04-16,High,Domestic
O1129,PR3,1797,2024-04-11,Medium,Export
O1130,PR1,4002,2024-03-06,Medium,Domestic
O1131,PR2,975,2024-06-15,High,Export
O1132,PR5,3117,2024-03-11,Medium,Export
O1133,PR4,4300,2024-02-25,Medium,Export
O1134,PR1,2571,2024-04-03,High,Domestic
O1135,PR4,3057,2024-05-04,Medium,Domestic
O1136,PR1,1812,2024-01-26,Low,Domestic
O1137,PR2,940,2024-06-01,Medium,Export
O1138,PR2,549,2024-02-23,Low,Domestic
O1139,PR4,4475,2024-04-15,High,Export
O1140,PR1,2524,2024-03-30,Medium,Export
O1141,PR5,943,2024-01-27,High,Export
O1142,PR3,4184,2024-04-28,Medium,Export
O1143,PR4,3275,2024-01-13,High,Export
O1144,PR1,3800,2024-02-13,High,Export
O1145,PR2,3439,2024-03-10,Low,Export
O1146,PR3,2675,2024-03-24,High,Domestic
O1147,PR2,768,2024-06-15,Medium,Domestic
