run_id,date,plant_id,line_id,shift_id,product_id,planned_units,actual_units,run_hours,downtime_minutes,scrap_units
R397,2024-01-26,P1,L1,S1,PR3,779,767,7.1,54,26
R398,2024-01-26,P1,L1,S2,PR2,822,794,7.62,23,27
R399,2024-01-26,P1,L1,S3,PR1,817,794,7.6,24,23
R400,2024-01-26,P1,L2,S1,PR5,694,677,7.8,12,21
R401,2024-01-26,P1,L2,S2,PR4,646,641,7.63,22,10
R402,2024-01-26,P1,L2,S3,PR5,635,634,7.88,7,12
R403,2024-01-26,P1,L3,S1,PR4,509,500,7.03,58,12
R404,2024-01-26,P1,L3,S2,PR4,480,469,7.05,57,14
R405,2024-01-26,P1,L3,S3,PR5,472,453,7.1,54,13
R406,2024-01-26,P2,L4,S1,PR5,742,707,7.62,23,7
R407,2024-01-26,P2,L4,S2,PR4,718,713,7.53,28,22
R408,2024-01-26,P2,L4,S3,PR5,626,617,7.63,22,14
R409,2024-01-26,P2,L5,S1,PR4,592,591,7.62,23,6
R410,2024-01-26,P2,L5,S2,PR3,586,582,7.65,21,15
R411,2024-01-26,P2,L5,S3,PR3,690,672,7.95,3,24
R412,2024-01-26,P2,L6,S1,PR5,492,489,7.67,20,11
R413,2024-01-26,P2,L6,S2,PR3,497,494,7.27,44,8
R414,2024-01-26,P2,L6,S3,PR1,430,421,7.63,22,12
R415,2024-01-27,P1,L1,S1,PR5,784,772,7.7,18,28
R416,2024-01-27,P1,L1,S2,PR1,836,801,7.75,15,13
R417,2024-01-27,P1,L1,S3,PR2,730,702,7.35,39,25
R418,2024-01-27,P1,L2,S1,PR2,736,715,7.85,9,18
R419,2024-01-27,P1,L2,S2,PR1,707,677,7.55,27,14
R420,2024-01-27,P1,L2,S3,PR3,570,569,7.68,19,10
R421,2024-01-27,P1,L3,S1,PR4,503,497,7.72,17,6
R422,2024-01-27,P1,L3,S2,PR3,549,548,7.32,41,12
R423,2024-01-27,P1,L3,S3,PR4,499,482,7.48,31,16
R424,2024-01-27,P2,L4,S1,PR2,695,675,7.75,15,11
R425,2024-01-27,P2,L4,S2,PR5,822,787,7.83,10,11
R426,2024-01-27,P2,L4,S3,PR4,761,724,7.93,4,23
R427,2024-01-27,P2,L5,S1,PR5,647,641,7.88,7,21
R428,2024-01-27,P2,L5,S2,PR2,715,700,7.65,21,25
R429,2024-01-27,P2,L5,S3,PR3,614,591,7.92,5,6
R430,2024-01-27,P2,L6,S1,PR1,466,455,7.15,51,17
R431,2024-01-27,P2,L6,S2,PR2,500,482,7.28,43,12
R432,2024-01-27,P2,L6,S3,PR3,479,456,7.73,16,6
R433,2024-01-29,P1,L1,S1,PR5,788,766,7.1,54,19
R434,2024-01-29,P1,L1,S2,PR4,820,799,7.62,23,23
R435,2024-01-29,P1,L1,S3,PR5,766,735,7.22,47,22
R436,2024-01-29,P1,L2,S1,PR3,661,660,7.98,1,8
R437,2024-01-29,P1,L2,S2,PR2,662,657,7.8,12,10
R438,2024-01-29,P1,L2,S3,PR2,725,713,7.83,10,25
R439,2024-01-29,P1,L3,S1,PR5,541,527,7.63,22,15
R440,2024-01-29,P1,L3,S2,PR1,513,509,7.15,51,13
R441,2024-01-29,P1,L3,S3,PR3,524,503,7.4,36,14
R442,2024-01-29,P2,L4,S1,PR3,823,798,7.97,2,23
R443,2024-01-29,P2,L4,S2,PR2,761,760,7.73,16,8
R444,2024-01-29,P2,L4,S3,PR3,688,687,7.9,6,15
R445,2024-01-29,P2,L5,S1,PR2,651,636,7.65,21,20
R446,2024-01-29,P2,L5,S2,PR1,683,678,7.98,1,15
R447,2024-01-29,P2,L5,S3,PR3,667,660,7.9,6,21
R448,2024-01-29,P2,L6,S1,PR2,472,467,7.7,18,10
R449,2024-01-29,P2,L6,S2,PR5,486,474,7.43,34,4
R450,2024-01-29,P2,L6,S3,PR5,446,430,7.12,53,9
R451,2024-01-30,P1,L1,S1,PR2,886,858,7.7,18,20
R452,2024-01-30,P1,L1,S2,PR3,745,716,7.42,35,15
R453,2024-01-30,P1,L1,S3,PR2,806,790,7.37,38,18
R454,2024-01-30,P1,L2,S1,PR4,708,686,7.62,23,24
R455,2024-01-30,P1,L2,S2,PR3,596,566,7.9,6,11
R456,2024-01-30,P1,L2,S3,PR3,741,718,7.85,9,15
R457,2024-01-30,P1,L3,S1,PR4,578,566,7.77,14,18
R458,2024-01-30,P1,L3,S2,PR2,615,609,7.68,19,19
R459,2024-01-30,P1,L3,S3,PR4,503,483,7.25,45,18
R460,2024-01-30,P2,L4,S1,PR5,772,735,7.85,9,27
R461,2024-01-30,P2,L4,S2,PR4,730,711,7.88,7,12
R462,2024-01-30,P2,L4,S3,PR4,692,667,7.72,17,12
R463,2024-01-30,P2,L5,S1,PR1,643,620,7.62,23,17
R464,2024-01-30,P2,L5,S2,PR1,697,687,7.73,16,12
R465,2024-01-30,P2,L5,S3,PR4,592,567,7.98,1,17
R466,2024-01-30,P2,L6,S1,PR2,484,464,7.43,34,11
R467,2024-01-30,P2,L6,S2,PR1,460,450,7.22,47,7
R468,2024-01-30,P2,L6,S3,PR3,467,466,7.37,38,11
R469,2024-01-31,P1,L1,S1,PR2,810,771,7.58,25,22
R470,2024-01-31,P1,L1,S2,PR4,866,863,7.62,23,24
R471,2024-01-31,P1,L1,S3,PR4,745,716,7.47,32,11
R472,2024-01-31,P1,L2,S1,PR1,664,651,7.53,28,14
R473,2024-01-31,P1,L2,S2,PR1,631,624,7.72,17,11
R474,2024-01-31,P1,L2,S3,PR2,600,594,7.55,27,13
R475,2024-01-31,P1,L3,S1,PR5,498,488,7.37,38,11
R476,2024-01-31,P1,L3,S2,PR5,528,517,7.38,37,7
R477,2024-01-31,P1,L3,S3,PR3,483,464,7.02,59,5
R478,2024-01-31,P2,L4,S1,PR1,787,748,7.95,3,21
R479,2024-01-31,P2,L4,S2,PR3,781,751,7.65,21,16
R480,2024-01-31,P2,L4,S3,PR1,800,783,7.73,16,19
R481,2024-01-31,P2,L5,S1,PR4,623,605,7.82,11,19
R482,2024-01-31,P2,L5,S2,PR4,714,703,7.82,11,27
R483,2024-01-31,P2,L5,S3,PR3,636,612,7.8,12,7
R484,2024-01-31,P2,L6,S1,PR5,529,504,7.35,39,18
R485,2024-01-31,P2,L6,S2,PR2,477,458,7.48,31,9
R486,2024-01-31,P2,L6,S3,PR5,420,400,7.2,48,10
R487,2024-02-01,P1,L1,S1,PR1,757,752,7.08,55,22
R488,2024-02-01,P1,L1,S2,PR4,738,720,7.67,20,14
R489,2024-02-01,P1,L1,S3,PR5,764,763,7.15,51,22
R490,2024-02-01,P1,L2,S1,PR3,622,608,7.6,24,19
R491,2024-02-01,P1,L2,S2,PR5,636,622,7.53,28,24
R492,2024-02-01,P1,L2,S3,PR4,656,628,7.93,4,19
R493,2024-02-01,P1,L3,S1,PR2,522,498,7.35,39,11
R494,2024-02-01,P1,L3,S2,PR4,465,459,7.18,49,9
R495,2024-02-01,P1,L3,S3,PR1,509,507,7.2,48,8
R496,2024-02-01,P2,L4,S1,PR3,801,776,8.0,0,11
R497,2024-02-01,P2,L4,S2,PR4,784,765,7.58,25,21
R498,2024-02-01,P2,L4,S3,PR2,713,680,7.75,15,22
R499,2024-02-01,P2,L5,S1,PR4,647,639,7.68,19,19
R500,2024-02-01,P2,L5,S2,PR5,627,596,7.57,26,11
R501,2024-02-01,P2,L5,S3,PR3,570,543,7.6,24,20
R502,2024-02-01,P2,L6,S1,PR2,430,420,7.05,57,8
R503,2024-02-01,P2,L6,S2,PR5,441,432,7.13,52,11
R504,2024-02-01,P2,L6,S3,PR1,390,388,7.22,47,9
R505,2024-02-02,P1,L1,S1,PR5,813,787,7.67,20,28
R506,2024-02-02,P1,L1,S2,PR5,747,742,7.12,53,25
R507,2024-02-02,P1,L1,S3,PR1,670,639,7.02,59,14
R508,2024-02-02,P1,L2,S1,PR2,735,704,7.92,5,21
R509,2024-02-02,P1,L2,S2,PR3,665,653,7.55,27,22
R510,2024-02-02,P1,L2,S3,PR5,626,598,7.55,27,21
R511,2024-02-02,P1,L3,S1,PR2,493,483,7.02,59,15
R512,2024-02-02,P1,L3,S2,PR2,542,519,7.37,38,13
R513,2024-02-02,P1,L3,S3,PR3,468,453,7.53,28,5
R514,2024-02-02,P2,L4,S1,PR1,751,714,7.9,6,10
R515,2024-02-02,P2,L4,S2,PR3,734,732,7.57,26,16
R516,2024-02-02,P2,L4,S3,PR4,727,701,7.72,17,17
R517,2024-02-02,P2,L5,S1,PR3,594,583,7.52,29,9
R518,2024-02-02,P2,L5,S2,PR1,641,628,7.73,16,18
R519,2024-02-02,P2,L5,S3,PR3,621,591,7.98,1,23
R520,2024-02-02,P2,L6,S1,PR2,547,521,7.65,21,16
R521,2024-02-02,P2,L6,S2,PR5,445,438,7.0,60,5
R522,2024-02-02,P2,L6,S3,PR3,468,456,7.67,20,18
R523,2024-02-03,P1,L1,S1,PR4,759,732,7.02,59,21
R524,2024-02-03,P1,L1,S2,PR2,862,841,7.65,21,19
R525,2024-02-03,P1,L1,S3,PR3,690,668,7.55,27,14
R526,2024-02-03,P1,L2,S1,PR5,695,689,8.0,0,22
R527,2024-02-03,P1,L2,S2,PR2,679,645,7.98,1,11
R528,2024-02-03,P1,L2,S3,PR4,552,545,7.88,7,7
R529,2024-02-03,P1,L3,S1,PR1,481,457,7.47,32,7
R530,2024-02-03,P1,L3,S2,PR4,510,509,7.18,49,17
R531,2024-02-03,P1,L3,S3,PR3,471,450,7.1,54,11
R532,2024-02-03,P2,L4,S1,PR3,749,728,7.5,30,25
R533,2024-02-03,P2,L4,S2,PR4,761,728,7.88,7,14
R534,2024-02-03,P2,L4,S3,PR3,679,670,7.88,7,16
R535,2024-02-03,P2,L5,S1,PR4,592,575,7.68,19,19
R536,2024-02-03,P2,L5,S2,PR2,598,594,7.88,7,22
R537,2024-02-03,P2,L5,S3,PR5,576,567,7.62,23,13
R538,2024-02-03,P2,L6,S1,PR5,524,504,7.5,30,17
R539,2024-02-03,P2,L6,S2,PR1,556,546,7.52,29,20
R540,2024-02-03,P2,L6,S3,PR4,439,431,7.33,40,12
R541,2024-02-05,P1,L1,S1,PR5,818,783,7.73,16,25
R542,2024-02-05,P1,L1,S2,PR5,769,750,7.62,23,22
R543,2024-02-05,P1,L1,S3,PR2,733,698,7.53,28,7
R544,2024-02-05,P1,L2,S1,PR4,689,687,7.75,15,22
R545,2024-02-05,P1,L2,S2,PR4,613,593,7.55,27,19
R546,2024-02-05,P1,L2,S3,PR4,589,579,7.55,27,9
R547,2024-02-05,P1,L3,S1,PR2,556,535,7.4,36,5
R548,2024-02-05,P1,L3,S2,PR2,519,495,7.08,55,19
R549,2024-02-05,P1,L3,S3,PR3,534,523,7.6,24,11
R550,2024-02-05,P2,L4,S1,PR4,738,708,7.97,2,9
R551,2024-02-05,P2,L4,S2,PR3,806,791,7.75,15,20
R552,2024-02-05,P2,L4,S3,PR4,750,714,7.95,3,27
R553,2024-02-05,P2,L5,S1,PR2,620,619,7.7,18,17
R554,2024-02-05,P2,L5,S2,PR5,664,650,7.55,27,21
R555,2024-02-05,P2,L5,S3,PR5,621,593,7.63,22,11
R556,2024-02-05,P2,L6,S1,PR2,523,521,7.48,31,8
R557,2024-02-05,P2,L6,S2,PR5,483,469,7.78,13,13
R558,2024-02-05,P2,L6,S3,PR3,397,395,7.25,45,6
R559,2024-02-06,P1,L1,S1,PR3,759,754,7.28,43,22
R560,2024-02-06,P1,L1,S2,PR3,791,762,7.62,23,26
R561,2024-02-06,P1,L1,S3,PR1,695,686,7.05,57,16
R562,2024-02-06,P1,L2,S1,PR5,700,694,7.83,10,22
R563,2024-02-06,P1,L2,S2,PR2,730,699,8.0,0,18
R564,2024-02-06,P1,L2,S3,PR2,681,680,7.67,20,25
R565,2024-02-06,P1,L3,S1,PR1,547,542,7.6,24,8
R566,2024-02-06,P1,L3,S2,PR2,505,492,7.45,33,17
R567,2024-02-06,P1,L3,S3,PR3,512,501,7.58,25,12
R568,2024-02-06,P2,L4,S1,PR3,824,795,7.77,14,21
R569,2024-02-06,P2,L4,S2,PR1,792,777,7.85,9,25
R570,2024-02-06,P2,L4,S3,PR4,717,686,7.68,19,16
R571,2024-02-06,P2,L5,S1,PR4,660,653,8.0,0,10
R572,2024-02-06,P2,L5,S2,PR3,631,616,7.93,4,19
R573,2024-02-06,P2,L5,S3,PR3,570,551,7.8,12,18
R574,2024-02-06,P2,L6,S1,PR4,484,473,7.17,50,4
R575,2024-02-06,P2,L6,S2,PR3,473,472,7.52,29,9
R576,2024-02-06,P2,L6,S3,PR5,505,488,7.82,11,7
R577,2024-02-07,P1,L1,S1,PR3,793,792,7.22,47,16
R578,2024-02-07,P1,L1,S2,PR2,783,761,7.58,25,24
R579,2024-02-07,P1,L1,S3,PR4,741,718,7.35,39,16
R580,2024-02-07,P1,L2,S1,PR5,721,710,7.78,13,7
R581,2024-02-07,P1,L2,S2,PR2,618,611,7.7,18,7
R582,2024-02-07,P1,L2,S3,PR3,699,684,7.83,10,16
R583,2024-02-07,P1,L3,S1,PR1,507,496,7.45,33,13
R584,2024-02-07,P1,L3,S2,PR2,528,516,7.43,34,14
R585,2024-02-07,P1,L3,S3,PR3,509,490,7.23,46,17
R586,2024-02-07,P2,L4,S1,PR3,768,748,7.68,19,9
R587,2024-02-07,P2,L4,S2,PR4,746,737,7.78,13,23
R588,2024-02-07,P2,L4,S3,PR4,700,692,7.88,7,17
R589,2024-02-07,P2,L5,S1,PR3,599,578,7.67,20,13
R590,2024-02-07,P2,L5,S2,PR4,625,596,7.57,26,9
R591,2024-02-07,P2,L5,S3,PR5,661,660,7.68,19,25
R592,2024-02-07,P2,L6,S1,PR5,510,500,7.47,32,11
R593,2024-02-07,P2,L6,S2,PR1,530,506,7.52,29,11
R594,2024-02-07,P2,L6,S3,PR4,484,480,7.52,29,10
R595,2024-02-08,P1,L1,S1,PR5,843,808,7.22,47,16
R596,2024-02-08,P1,L1,S2,PR4,838,810,7.3,42,8
R597,2024-02-08,P1,L1,S3,PR1,780,752,7.77,14,28
R598,2024-02-08,P1,L2,S1,PR1,612,589,7.73,16,13
R599,2024-02-08,P1,L2,S2,PR2,700,681,7.73,16,16
R600,2024-02-08,P1,L2,S3,PR1,622,595,7.75,15,7
R601,2024-02-08,P1,L3,S1,PR4,535,519,7.62,23,16
R602,2024-02-08,P1,L3,S2,PR4,574,567,7.42,35,8
R603,2024-02-08,P1,L3,S3,PR4,443,437,7.1,54,12
R604,2024-02-08,P2,L4,S1,PR3,771,769,7.83,10,9
R605,2024-02-08,P2,L4,S2,PR2,729,702,7.58,25,12
R606,2024-02-08,P2,L4,S3,PR1,700,696,7.77,14,12
R607,2024-02-08,P2,L5,S1,PR3,699,679,7.95,3,22
R608,2024-02-08,P2,L5,S2,PR3,613,584,7.68,19,14
R609,2024-02-08,P2,L5,S3,PR4,519,502,7.72,17,18
R610,2024-02-08,P2,L6,S1,PR4,526,500,7.6,24,14
R611,2024-02-08,P2,L6,S2,PR2,471,469,7.12,53,5
R612,2024-02-08,P2,L6,S3,PR3,459,445,7.17,50,7
R613,2024-02-09,P1,L1,S1,PR2,855,820,7.75,15,22
R614,2024-02-09,P1,L1,S2,PR2,732,712,7.47,32,27
R615,2024-02-09,P1,L1,S3,PR1,696,665,7.75,15,9
R616,2024-02-09,P1,L2,S1,PR2,730,701,7.78,13,12
R617,2024-02-09,P1,L2,S2,PR1,680,663,7.65,21,8
R618,2024-02-09,P1,L2,S3,PR1,683,678,7.7,18,21
R619,2024-02-09,P1,L3,S1,PR2,530,517,7.47,32,6
R620,2024-02-09,P1,L3,S2,PR1,536,521,7.78,13,12
R621,2024-02-09,P1,L3,S3,PR3,506,492,7.43,34,10
R622,2024-02-09,P2,L4,S1,PR1,797,783,7.83,10,20
R623,2024-02-09,P2,L4,S2,PR5,770,762,7.95,3,18
R624,2024-02-09,P2,L4,S3,PR4,657,625,7.53,28,20
R625,2024-02-09,P2,L5,S1,PR3,621,595,7.72,17,11
R626,2024-02-09,P2,L5,S2,PR1,602,594,7.55,27,15
R627,2024-02-09,P2,L5,S3,PR1,628,624,7.82,11,22
R628,2024-02-09,P2,L6,S1,PR4,497,478,7.65,21,11
R629,2024-02-09,P2,L6,S2,PR4,526,513,7.6,24,12
R630,2024-02-09,P2,L6,S3,PR3,456,435,7.37,38,12
R631,2024-02-10,P1,L1,S1,PR2,796,787,7.73,16,30
R632,2024-02-10,P1,L1,S2,PR4,791,759,7.03,58,19
R633,2024-02-10,P1,L1,S3,PR3,760,743,7.23,46,21
R634,2024-02-10,P1,L2,S1,PR2,653,646,7.72,17,14
R635,2024-02-10,P1,L2,S2,PR5,696,666,7.88,7,20
R636,2024-02-10,P1,L2,S3,PR4,657,650,7.53,28,12
R637,2024-02-10,P1,L3,S1,PR2,505,484,7.32,41,17
R638,2024-02-10,P1,L3,S2,PR5,511,502,7.43,34,7
R639,2024-02-10,P1,L3,S3,PR5,548,522,7.35,39,19
R640,2024-02-10,P2,L4,S1,PR2,709,702,7.8,12,17
R641,2024-02-10,P2,L4,S2,PR5,738,737,7.67,20,22
R642,2024-02-10,P2,L4,S3,PR1,711,698,7.58,25,10
R643,2024-02-10,P2,L5,S1,PR5,641,614,7.75,15,6
R644,2024-02-10,P2,L5,S2,PR3,668,653,7.57,26,16
R645,2024-02-10,P2,L5,S3,PR3,632,602,7.75,15,19
R646,2024-02-10,P2,L6,S1,PR3,519,497,7.73,16,17
R647,2024-02-10,P2,L6,S2,PR4,467,460,7.02,59,8
R648,2024-02-10,P2,L6,S3,PR3,522,508,7.78,13,17
R649,2024-02-12,P1,L1,S1,PR1,711,693,7.67,20,24
R650,2024-02-12,P1,L1,S2,PR1,791,764,7.77,14,11
R651,2024-02-12,P1,L1,S3,PR1,756,722,7.23,46,12
R652,2024-02-12,P1,L2,S1,PR1,724,692,7.98,1,14
R653,2024-02-12,P1,L2,S2,PR1,747,733,7.78,13,20
R654,2024-02-12,P1,L2,S3,PR5,642,621,7.9,6,21
R655,2024-02-12,P1,L3,S1,PR3,520,510,7.23,46,7
R656,2024-02-12,P1,L3,S2,PR2,535,526,7.62,23,10
R657,2024-02-12,P1,L3,S3,PR3,461,441,7.15,51,15
R658,2024-02-12,P2,L4,S1,PR4,781,750,7.98,1,26
R659,2024-02-12,P2,L4,S2,PR1,770,758,7.58,25,19
R660,2024-02-12,P2,L4,S3,PR1,644,621,7.68,19,10
R661,2024-02-12,P2,L5,S1,PR3,668,663,7.77,14,21
R662,2024-02-12,P2,L5,S2,PR4,643,636,7.62,23,19
R663,2024-02-12,P2,L5,S3,PR3,636,625,7.88,7,16
R664,2024-02-12,P2,L6,S1,PR2,482,460,7.42,35,10
R665,2024-02-12,P2,L6,S2,PR5,520,508,7.42,35,10
R666,2024-02-12,P2,L6,S3,PR4,461,460,7.47,32,6
R667,2024-02-13,P1,L1,S1,PR1,786,775,7.68,19,29
R668,2024-02-13,P1,L1,S2,PR3,737,710,7.02,59,25
R669,2024-02-13,P1,L1,S3,PR4,751,741,7.32,41,25
R670,2024-02-13,P1,L2,S1,PR1,684,650,7.9,6,25
R671,2024-02-13,P1,L2,S2,PR1,652,646,7.83,10,11
R672,2024-02-13,P1,L2,S3,PR1,672,667,7.6,24,8
R673,2024-02-13,P1,L3,S1,PR5,521,497,7.25,45,8
R674,2024-02-13,P1,L3,S2,PR2,566,538,7.28,43,12
R675,2024-02-13,P1,L3,S3,PR5,530,511,7.62,23,9
R676,2024-02-13,P2,L4,S1,PR3,678,669,7.72,17,7
R677,2024-02-13,P2,L4,S2,PR1,775,770,7.6,24,11
R678,2024-02-13,P2,L4,S3,PR2,777,741,7.72,17,12
R679,2024-02-13,P2,L5,S1,PR4,636,606,7.58,25,21
R680,2024-02-13,P2,L5,S2,PR5,705,690,7.92,5,9
R681,2024-02-13,P2,L5,S3,PR2,646,642,7.75,15,17
R682,2024-02-13,P2,L6,S1,PR5,518,505,7.63,22,11
R683,2024-02-13,P2,L6,S2,PR5,445,439,7.02,59,12
R684,2024-02-13,P2,L6,S3,PR1,420,417,7.58,25,9
R685,2024-02-14,P1,L1,S1,PR2,870,852,7.55,27,26
R686,2024-02-14,P1,L1,S2,PR1,815,783,7.18,49,19
R687,2024-02-14,P1,L1,S3,PR3,763,743,7.78,13,21
R688,2024-02-14,P1,L2,S1,PR2,646,644,7.72,17,18
R689,2024-02-14,P1,L2,S2,PR3,691,678,7.83,10,8
R690,2024-02-14,P1,L2,S3,PR3,727,699,7.95,3,14
R691,2024-02-14,P1,L3,S1,PR3,481,460,7.08,55,8
R692,2024-02-14,P1,L3,S2,PR4,537,536,7.65,21,10
R693,2024-02-14,P1,L3,S3,PR4,440,431,7.25,45,7
R694,2024-02-14,P2,L4,S1,PR4,762,731,7.92,5,18
R695,2024-02-14,P2,L4,S2,PR2,724,716,7.62,23,19
R696,2024-02-14,P2,L4,S3,PR3,694,677,7.97,2,12
R697,2024-02-14,P2,L5,S1,PR1,661,630,7.98,1,17
R698,2024-02-14,P2,L5,S2,PR2,678,647,7.82,11,13
R699,2024-02-14,P2,L5,S3,PR1,631,615,7.52,29,19
R700,2024-02-14,P2,L6,S1,PR2,490,489,7.42,35,6
R701,2024-02-14,P2,L6,S2,PR4,456,442,7.2,48,9
R702,2024-02-14,P2,L6,S3,PR5,400,398,7.08,55,12
R703,2024-02-15,P1,L1,S1,PR4,695,688,7.23,46,26
R704,2024-02-15,P1,L1,S2,PR1,784,776,7.07,56,7
R705,2024-02-15,P1,L1,S3,PR5,713,686,7.38,37,8
R706,2024-02-15,P1,L2,S1,PR4,695,681,7.83,10,20
R707,2024-02-15,P1,L2,S2,PR5,670,651,7.73,16,13
R708,2024-02-15,P1,L2,S3,PR3,607,580,7.73,16,13
R709,2024-02-15,P1,L3,S1,PR3,534,509,7.65,21,10
R710,2024-02-15,P1,L3,S2,PR2,511,509,7.23,46,15
R711,2024-02-15,P1,L3,S3,PR1,440,431,7.1,54,4
R712,2024-02-15,P2,L4,S1,PR2,791,776,7.57,26,29
R713,2024-02-15,P2,L4,S2,PR1,785,774,7.7,18,10
R714,2024-02-15,P2,L4,S3,PR2,696,692,7.5,30,8
R715,2024-02-15,P2,L5,S1,PR2,617,586,7.9,6,13
R716,2024-02-15,P2,L5,S2,PR1,671,647,7.98,1,15
R717,2024-02-15,P2,L5,S3,PR1,590,564,7.75,15,15
R718,2024-02-15,P2,L6,S1,PR2,479,463,7.23,46,14
R719,2024-02-15,P2,L6,S2,PR4,495,487,7.12,53,11
R720,2024-02-15,P2,L6,S3,PR3,470,462,7.37,38,8
R721,2024-02-16,P1,L1,S1,PR5,829,806,7.43,34,27
R722,2024-02-16,P1,L1,S2,PR4,751,744,7.4,36,26
R723,2024-02-16,P1,L1,S3,PR4,709,684,7.18,49,18
R724,2024-02-16,P1,L2,S1,PR1,693,671,7.53,28,18
R725,2024-02-16,P1,L2,S2,PR2,740,716,7.95,3,10
R726,2024-02-16,P1,L2,S3,PR3,692,672,7.82,11,9
R727,2024-02-16,P1,L3,S1,PR3,485,464,7.02,59,4
R728,2024-02-16,P1,L3,S2,PR2,548,538,7.47,32,15
R729,2024-02-16,P1,L3,S3,PR3,477,462,7.45,33,8
R730,2024-02-16,P2,L4,S1,PR3,741,729,7.75,15,20
R731,2024-02-16,P2,L4,S2,PR5,699,698,7.77,14,16
R732,2024-02-16,P2,L4,S3,PR5,680,669,7.73,16,9
R733,2024-02-16,P2,L5,S1,PR3,619,603,7.62,23,23
R734,2024-02-16,P2,L5,S2,PR1,659,638,7.9,6,7
R735,2024-02-16,P2,L5,S3,PR2,590,565,7.53,28,6
R736,2024-02-16,P2,L6,S1,PR5,478,472,7.4,36,11
R737,2024-02-16,P2,L6,S2,PR5,515,492,7.57,26,19
R738,2024-02-16,P2,L6,S3,PR3,440,424,7.2,48,15
R739,2024-02-17,P1,L1,S1,PR5,852,851,7.57,26,15
R740,2024-02-17,P1,L1,S2,PR2,824,822,7.65,21,17
R741,2024-02-17,P1,L1,S3,PR5,667,651,7.4,36,9
R742,2024-02-17,P1,L2,S1,PR4,657,642,7.98,1,16
R743,2024-02-17,P1,L2,S2,PR3,685,665,7.52,29,12
R744,2024-02-17,P1,L2,S3,PR4,684,658,8.0,0,10
R745,2024-02-17,P1,L3,S1,PR2,540,520,7.75,15,20
R746,2024-02-17,P1,L3,S2,PR3,483,472,7.05,57,9
R747,2024-02-17,P1,L3,S3,PR3,446,433,7.18,49,12
R748,2024-02-17,P2,L4,S1,PR2,747,727,7.62,23,16
R749,2024-02-17,P2,L4,S2,PR5,771,756,7.5,30,12
R750,2024-02-17,P2,L4,S3,PR5,772,748,7.57,26,8
R751,2024-02-17,P2,L5,S1,PR3,724,696,7.53,28,27
R752,2024-02-17,P2,L5,S2,PR2,593,590,7.77,14,18
R753,2024-02-17,P2,L5,S3,PR5,655,626,7.8,12,21
R754,2024-02-17,P2,L6,S1,PR2,490,468,7.38,37,15
R755,2024-02-17,P2,L6,S2,PR1,488,486,7.15,51,7
R756,2024-02-17,P2,L6,S3,PR3,462,449,7.6,24,17
R757,2024-02-19,P1,L1,S1,PR3,863,845,7.68,19,17
R758,2024-02-19,P1,L1,S2,PR2,793,764,7.53,28,12
R759,2024-02-19,P1,L1,S3,PR2,691,674,7.2,48,16
R760,2024-02-19,P1,L2,S1,PR1,711,695,7.5,30,24
R761,2024-02-19,P1,L2,S2,PR2,687,681,7.83,10,22
R762,2024-02-19,P1,L2,S3,PR2,674,659,7.98,1,25
R763,2024-02-19,P1,L3,S1,PR4,515,511,7.4,36,11
R764,2024-02-19,P1,L3,S2,PR5,504,500,7.23,46,18
R765,2024-02-19,P1,L3,S3,PR3,516,506,7.52,29,19
R766,2024-02-19,P2,L4,S1,PR5,635,603,7.88,7,14
R767,2024-02-19,P2,L4,S2,PR2,813,800,7.9,6,11
R768,2024-02-19,P2,L4,S3,PR3,739,713,7.67,20,14
R769,2024-02-19,P2,L5,S1,PR4,611,586,7.58,25,22
R770,2024-02-19,P2,L5,S2,PR4,660,627,7.53,28,25
R771,2024-02-19,P2,L5,S3,PR1,630,607,7.57,26,6
R772,2024-02-19,P2,L6,S1,PR3,517,510,7.62,23,17
R773,2024-02-19,P2,L6,S2,PR4,445,439,7.0,60,14
R774,2024-02-19,P2,L6,S3,PR3,475,466,7.45,33,15
R775,2024-02-20,P1,L1,S1,PR3,840,801,7.8,12,19
R776,2024-02-20,P1,L1,S2,PR2,791,754,7.07,56,16
R777,2024-02-20,P1,L1,S3,PR5,745,720,7.8,12,9
R778,2024-02-20,P1,L2,S1,PR4,672,665,7.7,18,25
R779,2024-02-20,P1,L2,S2,PR1,615,586,7.83,10,14
R780,2024-02-20,P1,L2,S3,PR2,637,630,7.58,25,19
R781,2024-02-20,P1,L3,S1,PR4,475,456,7.43,34,8
R782,2024-02-20,P1,L3,S2,PR5,498,493,7.4,36,18
R783,2024-02-20,P1,L3,S3,PR2,491,474,7.05,57,11
R784,2024-02-20,P2,L4,S1,PR2,725,696,7.58,25,20
R785,2024-02-20,P2,L4,S2,PR5,759,734,7.82,11,21
R786,2024-02-20,P2,L4,S3,PR1,727,695,7.83,10,25
R787,2024-02-20,P2,L5,S1,PR4,537,525,7.77,14,15
R788,2024-02-20,P2,L5,S2,PR4,656,625,7.77,14,19
R789,2024-02-20,P2,L5,S3,PR1,627,621,7.58,25,21
R790,2024-02-20,P2,L6,S1,PR1,446,436,7.17,50,11
R791,2024-02-20,P2,L6,S2,PR4,521,502,7.73,16,12
R792,2024-02-20,P2,L6,S3,PR4,432,416,7.17,50,5
R793,2024-02-21,P1,L1,S1,PR5,725,715,7.08,55,13
R794,2024-02-21,P1,L1,S2,PR1,830,788,7.8,12,19
